state,county,candidate,party,total_votes
Georgia,Effingham County,Doug Collins,REP,8019
Georgia,Effingham County,Raphael Warnock,DEM,4943
Georgia,Effingham County,Deborah Jackson,DEM,1031
Georgia,Effingham County,Derrick Grayson,REP,634
Georgia,Effingham County,Matt Lieberman,DEM,566
Georgia,Effingham County,Kandiss Taylor,REP,439
Georgia,Effingham County,Wayne Johnson,REP,437
Georgia,Effingham County,Annette Jackson,REP,429
Georgia,Effingham County,Tamara Johnson-Shealey,DEM,376
Georgia,Effingham County,Brian Slowinski,LIB,324
Georgia,Effingham County,Jamesia James,DEM,262
Georgia,Effingham County,Joy Slade,DEM,158
Georgia,Effingham County,Allen Buckley,IND,144
Georgia,Effingham County,Al Bartell,IND,123
Georgia,Effingham County,Michael Greene,IND,78
Georgia,Effingham County,Richard Winfield,DEM,74
Georgia,Effingham County,Valencia Stovall,IND,72
Georgia,Effingham County,John Fortuin,GRN,71
Georgia,Effingham County,Ed Tarver,DEM,52
Georgia,Elbert County,Kelly Loeffler,REP,1526
Georgia,Elbert County,Raphael Warnock,DEM,1237
Georgia,Elbert County,Deborah Jackson,DEM,585
Georgia,Elbert County,Matt Lieberman,DEM,279
Georgia,Elbert County,Jamesia James,DEM,223
Georgia,Elbert County,Tamara Johnson-Shealey,DEM,182
Georgia,Elbert County,Derrick Grayson,REP,136
Georgia,Elbert County,Wayne Johnson,REP,118
Georgia,Elbert County,Annette Jackson,REP,93
Georgia,Elbert County,Joy Slade,DEM,78
Georgia,Elbert County,Kandiss Taylor,REP,74
Georgia,Elbert County,Richard Winfield,DEM,57
Georgia,Elbert County,Brian Slowinski,LIB,33
Georgia,Elbert County,Ed Tarver,DEM,30
Georgia,Elbert County,Allen Buckley,IND,26
Georgia,Elbert County,Al Bartell,IND,22
Georgia,Elbert County,Michael Greene,IND,22
Georgia,Elbert County,John Fortuin,GRN,19
Georgia,Elbert County,Valencia Stovall,IND,18
Georgia,Emanuel County,Doug Collins,REP,2776
Georgia,Emanuel County,Raphael Warnock,DEM,1692
Georgia,Emanuel County,Deborah Jackson,DEM,503
Georgia,Emanuel County,Derrick Grayson,REP,171
Georgia,Emanuel County,Matt Lieberman,DEM,148
Georgia,Emanuel County,Jamesia James,DEM,143
Georgia,Emanuel County,Tamara Johnson-Shealey,DEM,117
Georgia,Emanuel County,Wayne Johnson,REP,96
Georgia,Emanuel County,Annette Jackson,REP,92
Georgia,Emanuel County,Kandiss Taylor,REP,88
Georgia,Emanuel County,Allen Buckley,IND,71
Georgia,Emanuel County,Ed Tarver,DEM,70
Georgia,Emanuel County,Joy Slade,DEM,47
Georgia,Emanuel County,Richard Winfield,DEM,33
Georgia,Emanuel County,Brian Slowinski,LIB,27
Georgia,Emanuel County,Al Bartell,IND,20
Georgia,Emanuel County,John Fortuin,GRN,13
Georgia,Emanuel County,Michael Greene,IND,12
Georgia,Emanuel County,Valencia Stovall,IND,11
Georgia,Emanuel County, Write-ins,WRI,0
Georgia,Evans County,Doug Collins,REP,1099
Georgia,Evans County,Raphael Warnock,DEM,791
Georgia,Evans County,Deborah Jackson,DEM,184
Georgia,Evans County,Matt Lieberman,DEM,77
Georgia,Evans County,Derrick Grayson,REP,70
Georgia,Evans County,Jamesia James,DEM,57
Georgia,Evans County,Tamara Johnson-Shealey,DEM,57
Georgia,Evans County,Wayne Johnson,REP,53
Georgia,Evans County,Annette Jackson,REP,52
Georgia,Evans County,Kandiss Taylor,REP,51
Georgia,Evans County,Joy Slade,DEM,41
Georgia,Evans County,Richard Winfield,DEM,22
Georgia,Evans County,Allen Buckley,IND,21
Georgia,Evans County,Ed Tarver,DEM,19
Georgia,Evans County,Brian Slowinski,LIB,16
Georgia,Evans County,John Fortuin,GRN,10
Georgia,Evans County,Michael Greene,IND,10
Georgia,Evans County,Al Bartell,IND,9
Georgia,Evans County,Valencia Stovall,IND,5
Georgia,Fannin County,Kelly Loeffler,REP,3877
Georgia,Fannin County,Raphael Warnock,DEM,1694
Georgia,Fannin County,Matt Lieberman,DEM,270
Georgia,Fannin County,Deborah Jackson,DEM,263
Georgia,Fannin County,Derrick Grayson,REP,190
Georgia,Fannin County,Wayne Johnson,REP,122
Georgia,Fannin County,Annette Jackson,REP,109
Georgia,Fannin County,Kandiss Taylor,REP,94
Georgia,Fannin County,Brian Slowinski,LIB,66
Georgia,Fannin County,Tamara Johnson-Shealey,DEM,51
Georgia,Fannin County,Allen Buckley,IND,49
Georgia,Fannin County,Joy Slade,DEM,42
Georgia,Fannin County,Richard Winfield,DEM,39
Georgia,Fannin County,Jamesia James,DEM,32
Georgia,Fannin County,Michael Greene,IND,32
Georgia,Fannin County,Al Bartell,IND,27
Georgia,Fannin County,John Fortuin,GRN,26
Georgia,Fannin County,Ed Tarver,DEM,23
Georgia,Fannin County,Valencia Stovall,IND,23
Georgia,Fayette County,Kelly Loeffler,REP,21759
Georgia,Fayette County,Doug Collins,REP,13916
Georgia,Fayette County,Deborah Jackson,DEM,3658
Georgia,Fayette County,Matt Lieberman,DEM,1932
Georgia,Fayette County,Tamara Johnson-Shealey,DEM,1061
Georgia,Fayette County,Jamesia James,DEM,1010
Georgia,Fayette County,Annette Jackson,REP,624
Georgia,Fayette County,Derrick Grayson,REP,594
Georgia,Fayette County,Joy Slade,DEM,579
Georgia,Fayette County,Brian Slowinski,LIB,567
Georgia,Fayette County,Kandiss Taylor,REP,428
Georgia,Fayette County,Wayne Johnson,REP,399
Georgia,Fayette County,Richard Winfield,DEM,332
Georgia,Fayette County,John Fortuin,GRN,231
Georgia,Fayette County,Al Bartell,IND,229
Georgia,Fayette County,Allen Buckley,IND,227
Georgia,Fayette County,Valencia Stovall,IND,204
Georgia,Fayette County,Ed Tarver,DEM,198
Georgia,Fayette County,Michael Greene,IND,154
Georgia,Floyd County,Doug Collins,REP,11097
Georgia,Floyd County,Raphael Warnock,DEM,8151
Georgia,Floyd County,Deborah Jackson,DEM,1295
Georgia,Floyd County,Matt Lieberman,DEM,937
Georgia,Floyd County,Kandiss Taylor,REP,500
Georgia,Floyd County,Derrick Grayson,REP,497
Georgia,Floyd County,Annette Jackson,REP,491
Georgia,Floyd County,Tamara Johnson-Shealey,DEM,457
Georgia,Floyd County,Jamesia James,DEM,386
Georgia,Floyd County,Wayne Johnson,REP,354
Georgia,Floyd County,Brian Slowinski,LIB,330
Georgia,Floyd County,Joy Slade,DEM,188
Georgia,Floyd County,Allen Buckley,IND,149
Georgia,Floyd County,Richard Winfield,DEM,138
Georgia,Floyd County,John Fortuin,GRN,133
Georgia,Floyd County,Michael Greene,IND,131
Georgia,Floyd County,Al Bartell,IND,122
Georgia,Floyd County,Valencia Stovall,IND,89
Georgia,Floyd County,Ed Tarver,DEM,68
Georgia,Forsyth County,Doug Collins,REP,35067
Georgia,Forsyth County,Raphael Warnock,DEM,23895
Georgia,Forsyth County,Deborah Jackson,DEM,6256
Georgia,Forsyth County,Matt Lieberman,DEM,4335
Georgia,Forsyth County,Derrick Grayson,REP,1700
Georgia,Forsyth County,Tamara Johnson-Shealey,DEM,1611
Georgia,Forsyth County,Annette Jackson,REP,1536
Georgia,Forsyth County,Brian Slowinski,LIB,1315
Georgia,Forsyth County,Jamesia James,DEM,1106
Georgia,Forsyth County,Wayne Johnson,REP,1064
Georgia,Forsyth County,Kandiss Taylor,REP,978
Georgia,Forsyth County,Joy Slade,DEM,762
Georgia,Forsyth County,Richard Winfield,DEM,536
Georgia,Forsyth County,Allen Buckley,IND,505
Georgia,Forsyth County,John Fortuin,GRN,490
Georgia,Forsyth County,Michael Greene,IND,427
Georgia,Forsyth County,Ed Tarver,DEM,371
Georgia,Forsyth County,Al Bartell,IND,360
Georgia,Forsyth County,Valencia Stovall,IND,303
Georgia,Franklin County,Kelly Loeffler,REP,2258
Georgia,Franklin County,Raphael Warnock,DEM,613
Georgia,Franklin County,Deborah Jackson,DEM,303
Georgia,Franklin County,Matt Lieberman,DEM,220
Georgia,Franklin County,Derrick Grayson,REP,188
Georgia,Franklin County,Wayne Johnson,REP,146
Georgia,Franklin County,Annette Jackson,REP,122
Georgia,Franklin County,Kandiss Taylor,REP,100
Georgia,Franklin County,Jamesia James,DEM,93
Georgia,Franklin County,Tamara Johnson-Shealey,DEM,89
Georgia,Franklin County,Brian Slowinski,LIB,63
Georgia,Franklin County,Joy Slade,DEM,42
Georgia,Franklin County,Michael Greene,IND,33
Georgia,Franklin County,Allen Buckley,IND,32
Georgia,Franklin County,Ed Tarver,DEM,31
Georgia,Franklin County,Al Bartell,IND,30
Georgia,Franklin County,Richard Winfield,DEM,27
Georgia,Franklin County,John Fortuin,GRN,21
Georgia,Franklin County,Valencia Stovall,IND,17
Georgia,Franklin County, Write-ins,WRI,3
Georgia,Fulton County,Kelly Loeffler,REP,83536
Georgia,Fulton County,Doug Collins,REP,48437
Georgia,Fulton County,Deborah Jackson,DEM,41203
Georgia,Fulton County,Matt Lieberman,DEM,20109
Georgia,Fulton County,Tamara Johnson-Shealey,DEM,13871
Georgia,Fulton County,Jamesia James,DEM,13041
Georgia,Fulton County,Joy Slade,DEM,6744
Georgia,Fulton County,Richard Winfield,DEM,3429
Georgia,Fulton County,Brian Slowinski,LIB,3423
Georgia,Fulton County,Annette Jackson,REP,3325
Georgia,Fulton County,Derrick Grayson,REP,2590
Georgia,Fulton County,Ed Tarver,DEM,2391
Georgia,Fulton County,John Fortuin,GRN,1945
Georgia,Fulton County,Allen Buckley,IND,1916
Georgia,Fulton County,Kandiss Taylor,REP,1906
Georgia,Fulton County,Wayne Johnson,REP,1855
Georgia,Fulton County,Valencia Stovall,IND,1745
Georgia,Fulton County,Al Bartell,IND,1484
Georgia,Fulton County,Michael Greene,IND,1292
Georgia,Gilmer County,Kelly Loeffler,REP,4908
Georgia,Gilmer County,Raphael Warnock,DEM,1897
Georgia,Gilmer County,Deborah Jackson,DEM,319
Georgia,Gilmer County,Matt Lieberman,DEM,272
Georgia,Gilmer County,Derrick Grayson,REP,192
Georgia,Gilmer County,Wayne Johnson,REP,165
Georgia,Gilmer County,Annette Jackson,REP,126
Georgia,Gilmer County,Brian Slowinski,LIB,105
Georgia,Gilmer County,Kandiss Taylor,REP,93
Georgia,Gilmer County,Tamara Johnson-Shealey,DEM,84
Georgia,Gilmer County,Joy Slade,DEM,53
Georgia,Gilmer County,Jamesia James,DEM,49
Georgia,Gilmer County,Allen Buckley,IND,47
Georgia,Gilmer County,John Fortuin,GRN,43
Georgia,Gilmer County,Richard Winfield,DEM,36
Georgia,Gilmer County,Al Bartell,IND,35
Georgia,Gilmer County,Michael Greene,IND,24
Georgia,Gilmer County,Ed Tarver,DEM,21
Georgia,Gilmer County,Valencia Stovall,IND,21
Georgia,Glascock County,Doug Collins,REP,436
Georgia,Glascock County,Raphael Warnock,DEM,84
Georgia,Glascock County,Deborah Jackson,DEM,25
Georgia,Glascock County,Derrick Grayson,REP,22
Georgia,Glascock County,Wayne Johnson,REP,22
Georgia,Glascock County,Annette Jackson,REP,20
Georgia,Glascock County,Matt Lieberman,DEM,17
Georgia,Glascock County,Ed Tarver,DEM,13
Georgia,Glascock County,Jamesia James,DEM,10
Georgia,Glascock County,Kandiss Taylor,REP,10
Georgia,Glascock County,Brian Slowinski,LIB,7
Georgia,Glascock County,Tamara Johnson-Shealey,DEM,5
Georgia,Glascock County,Allen Buckley,IND,3
Georgia,Glascock County,John Fortuin,GRN,2
Georgia,Glascock County,Michael Greene,IND,2
Georgia,Glascock County,Joy Slade,DEM,1
Georgia,Glascock County,Richard Winfield,DEM,1
Georgia,Glascock County,Valencia Stovall,IND,1
Georgia,Glascock County,Al Bartell,IND,0
Georgia,Glynn County,Doug Collins,REP,10293
Georgia,Glynn County,Raphael Warnock,DEM,7272
Georgia,Glynn County,Deborah Jackson,DEM,3171
Georgia,Glynn County,Matt Lieberman,DEM,1430
Georgia,Glynn County,Wayne Johnson,REP,982
Georgia,Glynn County,Tamara Johnson-Shealey,DEM,949
Georgia,Glynn County,Jamesia James,DEM,743
Georgia,Glynn County,Derrick Grayson,REP,740
Georgia,Glynn County,Kandiss Taylor,REP,635
Georgia,Glynn County,Annette Jackson,REP,634
Georgia,Glynn County,Joy Slade,DEM,524
Georgia,Glynn County,Brian Slowinski,LIB,285
Georgia,Glynn County,Allen Buckley,IND,263
Georgia,Glynn County,Ed Tarver,DEM,207
Georgia,Glynn County,Richard Winfield,DEM,207
Georgia,Glynn County,Al Bartell,IND,195
Georgia,Glynn County,Michael Greene,IND,156
Georgia,Glynn County,John Fortuin,GRN,141
Georgia,Glynn County,Valencia Stovall,IND,130
Georgia,Gordon County,Doug Collins,REP,7586
Georgia,Gordon County,Raphael Warnock,DEM,2619
Georgia,Gordon County,Deborah Jackson,DEM,646
Georgia,Gordon County,Derrick Grayson,REP,515
Georgia,Gordon County,Matt Lieberman,DEM,447
Georgia,Gordon County,Annette Jackson,REP,361
Georgia,Gordon County,Kandiss Taylor,REP,340
Georgia,Gordon County,Wayne Johnson,REP,318
Georgia,Gordon County,Tamara Johnson-Shealey,DEM,197
Georgia,Gordon County,Brian Slowinski,LIB,167
Georgia,Gordon County,Jamesia James,DEM,140
Georgia,Gordon County,Allen Buckley,IND,109
Georgia,Gordon County,Michael Greene,IND,101
Georgia,Gordon County,Joy Slade,DEM,93
Georgia,Gordon County,Al Bartell,IND,76
Georgia,Gordon County,John Fortuin,GRN,69
Georgia,Gordon County,Richard Winfield,DEM,68
Georgia,Gordon County,Ed Tarver,DEM,46
Georgia,Gordon County,Valencia Stovall,IND,33
Georgia,Grady County,Kelly Loeffler,REP,2719
Georgia,Grady County,Raphael Warnock,DEM,1406
Georgia,Grady County,Deborah Jackson,DEM,890
Georgia,Grady County,Tamara Johnson-Shealey,DEM,316
Georgia,Grady County,Matt Lieberman,DEM,294
Georgia,Grady County,Jamesia James,DEM,241
Georgia,Grady County,Derrick Grayson,REP,227
Georgia,Grady County,Annette Jackson,REP,145
Georgia,Grady County,Kandiss Taylor,REP,145
Georgia,Grady County,Wayne Johnson,REP,130
Georgia,Grady County,Joy Slade,DEM,103
Georgia,Grady County,Richard Winfield,DEM,70
Georgia,Grady County,Al Bartell,IND,47
Georgia,Grady County,Brian Slowinski,LIB,44
Georgia,Grady County,Allen Buckley,IND,42
Georgia,Grady County,Ed Tarver,DEM,39
Georgia,Grady County,Michael Greene,IND,35
Georgia,Grady County,John Fortuin,GRN,22
Georgia,Grady County,Valencia Stovall,IND,16
Georgia,Greene County,Kelly Loeffler,REP,3349
Georgia,Greene County,Raphael Warnock,DEM,2572
Georgia,Greene County,Deborah Jackson,DEM,872
Georgia,Greene County,Matt Lieberman,DEM,173
Georgia,Greene County,Tamara Johnson-Shealey,DEM,80
Georgia,Greene County,Derrick Grayson,REP,74
Georgia,Greene County,Jamesia James,DEM,67
Georgia,Greene County,Annette Jackson,REP,49
Georgia,Greene County,Kandiss Taylor,REP,40
Georgia,Greene County,Brian Slowinski,LIB,40
Georgia,Greene County,Richard Winfield,DEM,38
Georgia,Greene County,Wayne Johnson,REP,36
Georgia,Greene County,Joy Slade,DEM,34
Georgia,Greene County,Allen Buckley,IND,18
Georgia,Greene County,Michael Greene,IND,16
Georgia,Greene County,Valencia Stovall,IND,16
Georgia,Greene County,John Fortuin,GRN,15
Georgia,Greene County,Ed Tarver,DEM,14
Georgia,Greene County,Al Bartell,IND,12
Georgia,Gwinnett County,Kelly Loeffler,REP,88613
Georgia,Gwinnett County,Doug Collins,REP,57886
Georgia,Gwinnett County,Deborah Jackson,DEM,35908
Georgia,Gwinnett County,Tamara Johnson-Shealey,DEM,16098
Georgia,Gwinnett County,Matt Lieberman,DEM,16037
Georgia,Gwinnett County,Jamesia James,DEM,9864
Georgia,Gwinnett County,Derrick Grayson,REP,4978
Georgia,Gwinnett County,Joy Slade,DEM,4758
Georgia,Gwinnett County,Annette Jackson,REP,4373
Georgia,Gwinnett County,Wayne Johnson,REP,3655
Georgia,Gwinnett County,Richard Winfield,DEM,3204
Georgia,Gwinnett County,Brian Slowinski,LIB,3197
Georgia,Gwinnett County,Kandiss Taylor,REP,2487
Georgia,Gwinnett County,Ed Tarver,DEM,1743
Georgia,Gwinnett County,Allen Buckley,IND,1563
Georgia,Gwinnett County,John Fortuin,GRN,1537
Georgia,Gwinnett County,Al Bartell,IND,1413
Georgia,Gwinnett County,Michael Greene,IND,1242
Georgia,Gwinnett County,Valencia Stovall,IND,1191
Georgia,Habersham County,Kelly Loeffler,REP,5371
Georgia,Habersham County,Raphael Warnock,DEM,2133
Georgia,Habersham County,Deborah Jackson,DEM,443
Georgia,Habersham County,Matt Lieberman,DEM,326
Georgia,Habersham County,Derrick Grayson,REP,237
Georgia,Habersham County,Annette Jackson,REP,185
Georgia,Habersham County,Brian Slowinski,LIB,171
Georgia,Habersham County,Wayne Johnson,REP,149
Georgia,Habersham County,Tamara Johnson-Shealey,DEM,147
Georgia,Habersham County,Kandiss Taylor,REP,142
Georgia,Habersham County,Jamesia James,DEM,120
Georgia,Habersham County,Joy Slade,DEM,67
Georgia,Habersham County,Allen Buckley,IND,62
Georgia,Habersham County,Richard Winfield,DEM,61
Georgia,Habersham County,Michael Greene,IND,49
Georgia,Habersham County,John Fortuin,GRN,39
Georgia,Habersham County,Al Bartell,IND,38
Georgia,Habersham County,Valencia Stovall,IND,32
Georgia,Habersham County,Ed Tarver,DEM,31
Georgia,Hall County,Kelly Loeffler,REP,21965
Georgia,Hall County,Raphael Warnock,DEM,14889
Georgia,Hall County,Deborah Jackson,DEM,3679
Georgia,Hall County,Matt Lieberman,DEM,1826
Georgia,Hall County,Tamara Johnson-Shealey,DEM,1069
Georgia,Hall County,Derrick Grayson,REP,842
Georgia,Hall County,Jamesia James,DEM,819
Georgia,Hall County,Annette Jackson,REP,781
Georgia,Hall County,Brian Slowinski,LIB,771
Georgia,Hall County,Kandiss Taylor,REP,569
Georgia,Hall County,Wayne Johnson,REP,559
Georgia,Hall County,Joy Slade,DEM,552
Georgia,Hall County,Richard Winfield,DEM,308
Georgia,Hall County,Allen Buckley,IND,291
Georgia,Hall County,Al Bartell,IND,245
Georgia,Hall County,John Fortuin,GRN,243
Georgia,Hall County,Michael Greene,IND,211
Georgia,Hall County,Valencia Stovall,IND,211
Georgia,Hall County,Ed Tarver,DEM,195
Georgia,Hancock County,Kelly Loeffler,REP,608
Georgia,Hancock County,Doug Collins,REP,476
Georgia,Hancock County,Deborah Jackson,DEM,330
Georgia,Hancock County,Tamara Johnson-Shealey,DEM,117
Georgia,Hancock County,Jamesia James,DEM,103
Georgia,Hancock County,Matt Lieberman,DEM,89
Georgia,Hancock County,Joy Slade,DEM,44
Georgia,Hancock County,Richard Winfield,DEM,38
Georgia,Hancock County,Ed Tarver,DEM,30
Georgia,Hancock County,Annette Jackson,REP,23
Georgia,Hancock County,Derrick Grayson,REP,18
Georgia,Hancock County,Al Bartell,IND,16
Georgia,Hancock County,Wayne Johnson,REP,15
Georgia,Hancock County,Kandiss Taylor,REP,14
Georgia,Hancock County,Allen Buckley,IND,12
Georgia,Hancock County,John Fortuin,GRN,8
Georgia,Hancock County,Michael Greene,IND,8
Georgia,Hancock County,Brian Slowinski,LIB,7
Georgia,Hancock County,Valencia Stovall,IND,4
Georgia,Haralson County,Doug Collins,REP,4488
Georgia,Haralson County,Raphael Warnock,DEM,1200
Georgia,Haralson County,Wayne Johnson,REP,299
Georgia,Haralson County,Derrick Grayson,REP,218
Georgia,Haralson County,Kandiss Taylor,REP,211
Georgia,Haralson County,Deborah Jackson,DEM,201
Georgia,Haralson County,Matt Lieberman,DEM,167
Georgia,Haralson County,Annette Jackson,REP,155
Georgia,Haralson County,Brian Slowinski,LIB,99
Georgia,Haralson County,Tamara Johnson-Shealey,DEM,85
Georgia,Haralson County,Jamesia James,DEM,51
Georgia,Haralson County,Michael Greene,IND,50
Georgia,Haralson County,Allen Buckley,IND,43
Georgia,Haralson County,Al Bartell,IND,42
Georgia,Haralson County,John Fortuin,GRN,38
Georgia,Haralson County,Joy Slade,DEM,34
Georgia,Haralson County,Richard Winfield,DEM,29
Georgia,Haralson County,Valencia Stovall,IND,14
Georgia,Haralson County,Ed Tarver,DEM,12
Georgia,Haralson County, Write-ins,WRI,0
Georgia,Harris County,Doug Collins,REP,6438
Georgia,Harris County,Raphael Warnock,DEM,3776
Georgia,Harris County,Deborah Jackson,DEM,601
Georgia,Harris County,Matt Lieberman,DEM,291
Georgia,Harris County,Derrick Grayson,REP,232
Georgia,Harris County,Tamara Johnson-Shealey,DEM,196
Georgia,Harris County,Annette Jackson,REP,179
Georgia,Harris County,Kandiss Taylor,REP,156
Georgia,Harris County,Jamesia James,DEM,141
Georgia,Harris County,Wayne Johnson,REP,141
Georgia,Harris County,Brian Slowinski,LIB,129
Georgia,Harris County,Richard Winfield,DEM,67
Georgia,Harris County,Joy Slade,DEM,61
Georgia,Harris County,Allen Buckley,IND,49
Georgia,Harris County,Ed Tarver,DEM,48
Georgia,Harris County,Al Bartell,IND,42
Georgia,Harris County,John Fortuin,GRN,36
Georgia,Harris County,Valencia Stovall,IND,36
Georgia,Harris County,Michael Greene,IND,29
Georgia,Hart County,Kelly Loeffler,REP,2080
Georgia,Hart County,Raphael Warnock,DEM,1302
Georgia,Hart County,Deborah Jackson,DEM,598
Georgia,Hart County,Matt Lieberman,DEM,340
Georgia,Hart County,Jamesia James,DEM,199
Georgia,Hart County,Derrick Grayson,REP,185
Georgia,Hart County,Tamara Johnson-Shealey,DEM,174
Georgia,Hart County,Wayne Johnson,REP,163
Georgia,Hart County,Annette Jackson,REP,154
Georgia,Hart County,Kandiss Taylor,REP,107
Georgia,Hart County,Joy Slade,DEM,89
Georgia,Hart County,Brian Slowinski,LIB,61
Georgia,Hart County,Allen Buckley,IND,46
Georgia,Hart County,Ed Tarver,DEM,43
Georgia,Hart County,Richard Winfield,DEM,37
Georgia,Hart County,John Fortuin,GRN,34
Georgia,Hart County,Al Bartell,IND,31
Georgia,Hart County,Michael Greene,IND,26
Georgia,Hart County,Valencia Stovall,IND,20
Georgia,Heard County,Doug Collins,REP,1515
Georgia,Heard County,Raphael Warnock,DEM,592
Georgia,Heard County,Deborah Jackson,DEM,94
Georgia,Heard County,Derrick Grayson,REP,86
Georgia,Heard County,Wayne Johnson,REP,75
Georgia,Heard County,Kandiss Taylor,REP,60
Georgia,Heard County,Matt Lieberman,DEM,54
Georgia,Heard County,Annette Jackson,REP,51
